Evt_lab,Start,End,TotalPrecip_mm,Max_Intensity,Dur_hr,PreDry_Dur_hr
2781,6/13/1962 17:00,6/13/1962 20:00,6.86,3.81,4,27
2783,6/14/1962 17:00,6/15/1962 0:00,105.4,73.15,8,20
2785,6/15/1962 16:00,6/15/1962 20:00,1.78,0.51,5,15
2787,6/20/1962 16:00,6/20/1962 20:00,21.59,16.51,5,115
2789,6/21/1962 15:00,6/21/1962 16:00,11.43,10.67,2,18
2791,6/21/1962 23:00,6/22/1962 1:00,11.18,9.4,3,6
2793,6/22/1962 14:00,6/22/1962 14:00,5.84,5.84,1,12
2795,6/23/1962 18:00,6/23/1962 18:00,0.25,0.25,1,27
2797,6/24/1962 18:00,6/24/1962 19:00,0.76,0.51,2,23
2799,6/25/1962 19:00,6/25/1962 20:00,3.56,3.05,2,23
2801,6/27/1962 18:00,6/28/1962 1:00,17.01,7.37,8,45
2803,6/28/1962 17:00,6/28/1962 18:00,6.85,6.6,2,15
2805,7/4/1962 18:00,7/4/1962 22:00,1.53,1.02,5,143
2807,7/5/1962 16:00,7/5/1962 16:00,1.02,1.02,1,17
2809,7/5/1962 23:00,7/5/1962 23:00,0.51,0.51,1,6
2811,7/6/1962 13:00,7/6/1962 15:00,0.76,0.51,3,13
2813,7/7/1962 12:00,7/7/1962 16:00,8.9,4.83,5,20
2815,7/8/1962 21:00,7/8/1962 22:00,1.27,1.02,2,28
2817,7/12/1962 18:00,7/12/1962 22:00,4.82,2.79,5,91
2819,7/14/1962 14:00,7/14/1962 14:00,6.86,6.86,1,39
2821,7/17/1962 14:00,7/17/1962 18:00,2.54,2.29,5,71
2823,7/18/1962 17:00,7/18/1962 21:00,1.27,1.02,5,22
2825,7/21/1962 13:00,7/21/1962 21:00,38.62,22.61,9,63
2827,7/22/1962 22:00,7/22/1962 23:00,0.76,0.51,2,24
2829,7/25/1962 13:00,7/25/1962 15:00,1.02,0.51,3,61
2831,7/26/1962 14:00,7/26/1962 14:00,1.02,1.02,1,22
2833,7/27/1962 14:00,7/27/1962 19:00,34.28,23.11,6,23
2835,7/28/1962 12:00,7/28/1962 18:00,20.58,13.21,7,16
2837,7/29/1962 14:00,7/29/1962 19:00,13.45,6.35,6,19
2839,7/30/1962 14:00,7/30/1962 15:00,1.77,1.52,2,18
2841,7/31/1962 15:00,7/31/1962 15:00,19.3,19.3,1,23
2843,8/1/1962 16:00,8/1/1962 22:00,10.15,3.05,7,24
2845,8/2/1962 11:00,8/2/1962 19:00,85.85,39.62,9,12
2847,8/3/1962 15:00,8/3/1962 16:00,0.5,0.25,2,19
2849,8/4/1962 17:00,8/4/1962 19:00,33.02,20.32,3,24
2851,8/6/1962 20:00,8/6/1962 23:00,39.38,32.77,4,48
2853,8/8/1962 17:00,8/8/1962 18:00,13.46,12.7,2,41
2855,8/11/1962 15:00,8/11/1962 15:00,0.25,0.25,1,68
2857,8/16/1962 16:00,8/16/1962 18:00,9.39,5.08,3,120
2859,8/22/1962 1:00,8/22/1962 1:00,1.27,1.27,1,126
2861,8/23/1962 13:00,8/23/1962 14:00,21.84,21.59,2,35
2863,8/23/1962 20:00,8/23/1962 20:00,0.25,0.25,1,5
2865,8/24/1962 13:00,8/24/1962 23:00,27.17,10.67,11,16
2867,8/26/1962 2:00,8/26/1962 7:00,1.52,0.51,6,26
2869,8/26/1962 13:00,8/26/1962 13:00,0.51,0.51,1,5
2871,8/27/1962 19:00,8/27/1962 22:00,1.01,0.51,4,29
2873,8/31/1962 10:00,8/31/1962 16:00,10.15,9.65,7,83
2875,9/1/1962 13:00,9/1/1962 13:00,9.4,9.4,1,20
2877,9/3/1962 13:00,9/3/1962 14:00,7.62,7.37,2,47
2879,9/5/1962 17:00,9/5/1962 18:00,6.35,5.84,2,50
2881,9/6/1962 18:00,9/7/1962 0:00,1.01,0.51,7,23
2883,9/7/1962 15:00,9/7/1962 16:00,14.73,14.48,2,14
2885,9/13/1962 11:00,9/13/1962 11:00,0.25,0.25,1,138
2887,9/13/1962 17:00,9/13/1962 17:00,0.25,0.25,1,5
2889,9/15/1962 12:00,9/15/1962 12:00,0.25,0.25,1,42
2891,9/19/1962 17:00,9/19/1962 21:00,17.52,6.35,5,100
2893,9/20/1962 7:00,9/20/1962 11:00,5.08,3.81,5,9
2895,9/21/1962 15:00,9/21/1962 19:00,5.33,1.78,5,27
2897,9/22/1962 20:00,9/22/1962 23:00,9.4,5.59,4,24
2899,9/23/1962 11:00,9/23/1962 13:00,12.18,5.33,3,11
2901,9/24/1962 14:00,9/25/1962 0:00,18.53,5.84,11,24
2903,9/26/1962 15:00,9/26/1962 15:00,2.03,2.03,1,38
2905,9/26/1962 21:00,9/26/1962 21:00,0.25,0.25,1,5
2907,9/30/1962 18:00,9/30/1962 18:00,0.76,0.76,1,92
2909,10/2/1962 19:00,10/2/1962 19:00,1.78,1.78,1,48
2911,10/3/1962 1:00,10/3/1962 1:00,0.25,0.25,1,5
2913,10/8/1962 18:00,10/8/1962 19:00,7.36,5.33,2,136
2915,10/16/1962 4:00,10/16/1962 4:00,0.25,0.25,1,176
2917,10/22/1962 2:00,10/22/1962 10:00,6.61,3.05,9,141
2919,10/31/1962 0:00,10/31/1962 20:00,12.43,3.05,21,205
2921,11/3/1962 19:00,11/3/1962 23:00,13.97,6.86,5,70
2923,11/8/1962 18:00,11/8/1962 23:00,3.55,2.54,6,114
2925,11/9/1962 10:00,11/9/1962 12:00,3.05,2.29,3,10
2927,11/12/1962 13:00,11/12/1962 14:00,1.27,1.02,2,72
2929,11/13/1962 1:00,11/13/1962 1:00,0.25,0.25,1,10
2931,11/18/1962 19:00,11/18/1962 22:00,1.52,1.02,4,137
2933,11/21/1962 21:00,11/21/1962 23:00,6.6,4.32,3,70
2935,11/29/1962 0:00,11/29/1962 0:00,0.51,0.51,1,168
2937,11/29/1962 8:00,11/29/1962 14:00,4.32,2.29,7,7
2939,11/29/1962 22:00,11/30/1962 15:00,14.96,4.06,18,7
2941,11/30/1962 21:00,11/30/1962 21:00,2.79,2.79,1,5
2943,12/1/1962 6:00,12/1/1962 6:00,0.25,0.25,1,8
2945,12/5/1962 21:00,12/5/1962 23:00,3.3,1.52,3,110
2947,12/8/1962 14:00,12/8/1962 18:00,3.8,1.78,5,62
2949,12/11/1962 20:00,12/12/1962 4:00,6.1,2.29,9,73
2951,12/26/1962 11:00,12/27/1962 1:00,39.62,12.45,15,342
2953,12/27/1962 8:00,12/27/1962 13:00,6.33,2.79,6,6
2955,12/29/1962 18:00,12/29/1962 18:00,3.05,3.05,1,52
2957,1/6/1963 6:00,1/7/1963 4:00,17.76,4.83,23,179
2959,1/12/1963 5:00,1/12/1963 19:00,68.06,28.45,15,120
2961,1/13/1963 8:00,1/13/1963 11:00,13.97,7.62,4,12
2963,1/20/1963 23:00,1/21/1963 3:00,18.79,17.78,5,179
2965,1/26/1963 5:00,1/26/1963 9:00,1.77,0.51,5,121
2967,1/26/1963 19:00,1/27/1963 0:00,8.89,3.81,6,9
2969,1/27/1963 9:00,1/27/1963 11:00,7.62,3.81,3,8
2971,2/3/1963 9:00,2/5/1963 2:00,104.13,16.76,42,165
2973,2/5/1963 12:00,2/5/1963 23:00,2.52,0.51,12,9
2975,2/6/1963 7:00,2/6/1963 9:00,0.5,0.25,3,7
2977,2/6/1963 15:00,2/6/1963 19:00,0.5,0.25,5,5
2979,2/11/1963 18:00,2/11/1963 23:00,17.53,10.16,6,118
2981,2/12/1963 6:00,2/12/1963 8:00,4.31,2.03,3,6
2983,2/19/1963 1:00,2/19/1963 8:00,22.09,9.91,8,160
2985,2/24/1963 5:00,2/24/1963 12:00,20.32,10.67,8,116
2987,2/26/1963 8:00,2/26/1963 12:00,1.77,0.76,5,43
2989,2/26/1963 18:00,2/26/1963 18:00,2.29,2.29,1,5
2991,3/1/1963 17:00,3/2/1963 7:00,21.57,6.35,15,70
2993,3/6/1963 7:00,3/6/1963 9:00,2.53,2.03,3,95
2995,3/9/1963 11:00,3/9/1963 15:00,9.39,3.05,5,73
2997,3/9/1963 21:00,3/9/1963 22:00,0.5,0.25,2,5
2999,3/13/1963 13:00,3/13/1963 13:00,0.51,0.51,1,86
3001,3/14/1963 16:00,3/14/1963 20:00,21.34,8.64,5,26
3003,3/20/1963 11:00,3/20/1963 11:00,0.76,0.76,1,134
3005,4/6/1963 0:00,4/6/1963 3:00,17.26,16,4,396
3007,4/6/1963 22:00,4/7/1963 1:00,8.63,4.32,4,18
3009,4/7/1963 12:00,4/7/1963 12:00,12.95,12.95,1,10
3011,4/25/1963 15:00,4/25/1963 16:00,1.02,0.51,2,434
3013,4/30/1963 14:00,4/30/1963 17:00,4.58,1.27,4,117
3015,5/13/1963 0:00,5/13/1963 3:00,1.02,0.51,4,294
3017,5/14/1963 15:00,5/14/1963 16:00,8.13,4.83,2,35
3019,5/18/1963 18:00,5/18/1963 19:00,3.56,3.05,2,97
3021,5/20/1963 19:00,5/20/1963 20:00,10.93,7.37,2,47
3023,5/21/1963 17:00,5/21/1963 19:00,3.55,1.52,3,20
3025,5/22/1963 16:00,5/22/1963 16:00,0.76,0.76,1,20
3027,5/24/1963 19:00,5/24/1963 19:00,0.51,0.51,1,50
3029,5/29/1963 14:00,5/29/1963 19:00,15.75,12.45,6,114
3031,6/1/1963 4:00,6/1/1963 6:00,21.85,8.89,3,56
3033,6/5/1963 16:00,6/5/1963 19:00,17.79,9.91,4,105
3035,6/6/1963 13:00,6/6/1963 18:00,3.56,1.52,6,17
3037,6/7/1963 15:00,6/7/1963 15:00,1.02,1.02,1,20
3039,6/11/1963 16:00,6/11/1963 16:00,16.51,16.51,1,96
3041,6/12/1963 16:00,6/12/1963 18:00,26.92,26.16,3,23
3043,6/15/1963 17:00,6/15/1963 22:00,22.1,18.29,6,70
3045,6/17/1963 16:00,6/18/1963 1:00,8.86,4.06,10,41
3047,6/18/1963 14:00,6/18/1963 18:00,17.78,14.22,5,12
3049,6/21/1963 13:00,6/21/1963 17:00,1.78,1.27,5,66
3051,6/22/1963 13:00,6/22/1963 19:00,25.39,19.3,7,19
3053,6/23/1963 17:00,6/23/1963 20:00,42.16,32.26,4,21
3055,6/24/1963 8:00,6/24/1963 10:00,4.06,2.79,3,11
3057,6/24/1963 17:00,6/24/1963 17:00,0.51,0.51,1,6
3059,6/25/1963 18:00,6/26/1963 19:00,69.35,19.05,26,24
3061,6/29/1963 14:00,6/29/1963 18:00,22.6,17.53,5,66
3063,6/30/1963 18:00,6/30/1963 20:00,14.98,14.48,3,23
3065,7/2/1963 20:00,7/3/1963 1:00,8.87,2.79,6,47
3067,7/5/1963 13:00,7/5/1963 14:00,4.57,3.81,2,59
3069,7/7/1963 14:00,7/7/1963 21:00,52.57,23.11,8,47
3071,7/9/1963 14:00,7/9/1963 14:00,0.51,0.51,1,40
3073,7/15/1963 17:00,7/15/1963 18:00,8.38,7.87,2,146
3075,7/16/1963 13:00,7/16/1963 13:00,2.29,2.29,1,18
3077,7/21/1963 8:00,7/21/1963 14:00,4.06,1.27,7,114
3079,7/22/1963 9:00,7/22/1963 16:00,22.6,20.83,8,18
3081,7/24/1963 14:00,7/24/1963 17:00,57.66,44.7,4,45
3083,7/26/1963 12:00,7/26/1963 14:00,2.79,2.03,3,42
3085,8/1/1963 18:00,8/1/1963 19:00,18.28,18.03,2,147
3087,8/2/1963 17:00,8/2/1963 17:00,1.52,1.52,1,21
3089,8/7/1963 16:00,8/7/1963 16:00,0.25,0.25,1,118
3091,8/8/1963 16:00,8/8/1963 23:00,13.71,7.11,8,23
3093,8/10/1963 18:00,8/10/1963 18:00,1.52,1.52,1,42
3095,8/12/1963 6:00,8/12/1963 7:00,8.64,7.37,2,35
3097,8/13/1963 16:00,8/13/1963 16:00,0.76,0.76,1,32
3099,8/14/1963 15:00,8/14/1963 21:00,26.16,19.3,7,22
3101,8/16/1963 14:00,8/16/1963 18:00,22.1,11.18,5,40
3103,8/17/1963 21:00,8/17/1963 21:00,0.25,0.25,1,26
3105,8/20/1963 23:00,8/21/1963 0:00,4.32,2.54,2,73
3107,8/21/1963 18:00,8/21/1963 21:00,9.65,3.3,4,17
3109,8/24/1963 15:00,8/24/1963 16:00,10.16,9.91,2,65
3111,8/28/1963 12:00,8/28/1963 13:00,0.5,0.25,2,91
3113,8/30/1963 18:00,8/30/1963 18:00,2.29,2.29,1,52
3115,8/31/1963 15:00,8/31/1963 23:00,5.58,2.54,9,20
3117,9/3/1963 12:00,9/3/1963 12:00,0.25,0.25,1,60
3119,9/5/1963 14:00,9/5/1963 14:00,0.51,0.51,1,49
3121,9/5/1963 22:00,9/5/1963 22:00,0.25,0.25,1,7
3123,9/6/1963 16:00,9/6/1963 16:00,3.05,3.05,1,17
3125,9/15/1963 2:00,9/15/1963 2:00,0.25,0.25,1,201
3127,9/15/1963 17:00,9/15/1963 17:00,0.25,0.25,1,14
3129,9/16/1963 13:00,9/16/1963 18:00,3.3,2.79,6,19
3131,9/20/1963 4:00,9/20/1963 10:00,1.27,0.51,7,81
3133,9/21/1963 0:00,9/21/1963 0:00,0.25,0.25,1,13
3135,9/21/1963 15:00,9/21/1963 15:00,0.25,0.25,1,14
3137,9/22/1963 16:00,9/22/1963 16:00,2.03,2.03,1,24
3139,9/23/1963 1:00,9/23/1963 2:00,1.52,1.27,2,8
3141,9/23/1963 14:00,9/23/1963 21:00,4.05,2.29,8,11
3143,9/24/1963 3:00,9/27/1963 19:00,74.09,10.41,89,5
3145,9/29/1963 7:00,9/29/1963 17:00,33.27,13.46,11,35
3147,10/1/1963 4:00,10/1/1963 8:00,9.14,8.38,5,34
3149,10/1/1963 15:00,10/1/1963 22:00,5.58,2.54,8,6
3151,10/2/1963 8:00,10/2/1963 8:00,0.25,0.25,1,9
3153,10/5/1963 12:00,10/5/1963 14:00,2.28,2.03,3,75
3155,10/7/1963 7:00,10/7/1963 7:00,0.25,0.25,1,40
3157,10/15/1963 9:00,10/15/1963 21:00,12.95,4.57,13,193
3159,10/24/1963 1:00,10/24/1963 3:00,3.81,1.78,3,195
3161,10/24/1963 9:00,10/24/1963 11:00,2.03,1.27,3,5
3163,10/24/1963 17:00,10/24/1963 17:00,0.25,0.25,1,5
3165,10/25/1963 2:00,10/25/1963 3:00,2.28,1.52,2,8
3167,11/1/1963 23:00,11/2/1963 0:00,6.61,6.1,2,187
3169,11/5/1963 8:00,11/6/1963 0:00,19.04,6.35,17,79
3171,11/9/1963 23:00,11/10/1963 16:00,16.48,3.81,18,94
3173,11/10/1963 23:00,11/10/1963 23:00,0.25,0.25,1,6
3175,11/11/1963 15:00,11/11/1963 19:00,3.29,0.76,5,15
3177,11/24/1963 3:00,11/24/1963 3:00,0.25,0.25,1,295
3179,11/28/1963 19:00,11/29/1963 4:00,22.34,8.38,10,111
3181,12/12/1963 22:00,12/13/1963 12:00,34.03,18.29,15,329
3183,12/13/1963 18:00,12/13/1963 20:00,0.5,0.25,3,5
3185,12/23/1963 8:00,12/23/1963 23:00,7.87,1.27,16,227
3187,12/29/1963 2:00,12/29/1963 5:00,2.53,1.27,4,122
3189,12/31/1963 4:00,12/31/1963 16:00,46.5,9.91,13,46
3191,1/5/1964 6:00,1/5/1964 7:00,2.03,1.52,2,109
3193,1/7/1964 0:00,1/7/1964 3:00,8.13,3.3,4,40
3195,1/7/1964 22:00,1/9/1964 0:00,20.56,11.68,27,18
3197,1/9/1964 14:00,1/9/1964 20:00,5.83,2.79,7,13
3199,1/11/1964 14:00,1/12/1964 9:00,47.49,9.65,20,41
3201,1/16/1964 22:00,1/17/1964 16:00,62.99,18.54,19,108
3203,1/20/1964 8:00,1/20/1964 8:00,0.76,0.76,1,63
3205,1/23/1964 10:00,1/23/1964 14:00,3.81,1.78,5,73
3207,1/25/1964 13:00,1/25/1964 16:00,8.12,5.84,4,46
3209,1/27/1964 19:00,1/28/1964 3:00,23.38,9.91,9,50
3211,1/31/1964 16:00,1/31/1964 18:00,2.03,1.27,3,84
3213,2/3/1964 17:00,2/3/1964 19:00,2.02,1.52,3,70
3215,2/4/1964 5:00,2/4/1964 5:00,0.25,0.25,1,9
3217,2/4/1964 23:00,2/4/1964 23:00,0.51,0.51,1,17
3219,2/5/1964 8:00,2/5/1964 22:00,17.79,4.32,15,8
3221,2/7/1964 20:00,2/8/1964 3:00,23.36,8.64,8,45
3223,2/11/1964 8:00,2/11/1964 8:00,0.25,0.25,1,76
3225,2/14/1964 4:00,2/14/1964 6:00,1.52,1.02,3,67
3227,2/16/1964 1:00,2/16/1964 4:00,4.31,2.54,4,42
3229,2/18/1964 2:00,2/18/1964 2:00,0.25,0.25,1,45
3231,2/18/1964 9:00,2/18/1964 12:00,11.44,4.83,4,6
3233,2/22/1964 6:00,2/22/1964 9:00,2.03,0.76,4,89
3235,2/25/1964 7:00,2/25/1964 11:00,5.07,2.54,5,69
3237,2/27/1964 7:00,2/28/1964 4:00,97.51,10.92,22,43
3239,3/5/1964 6:00,3/5/1964 6:00,1.52,1.52,1,145
3241,3/10/1964 7:00,3/10/1964 7:00,0.76,0.76,1,120
3243,3/15/1964 17:00,3/15/1964 19:00,2.8,2.29,3,129
3245,3/20/1964 1:00,3/20/1964 5:00,7.36,3.05,5,101
3247,3/26/1964 10:00,3/26/1964 19:00,28.44,24.13,10,148
3249,3/28/1964 10:00,3/28/1964 13:00,3.8,1.52,4,38
3251,4/3/1964 21:00,4/3/1964 21:00,0.25,0.25,1,151
3253,4/8/1964 20:00,4/8/1964 20:00,8.38,8.38,1,118
3255,4/14/1964 16:00,4/14/1964 20:00,6.35,4.32,5,139
3257,4/24/1964 16:00,4/24/1964 17:00,9.4,8.89,2,235
3259,4/25/1964 18:00,4/25/1964 19:00,2.03,1.27,2,24
3261,4/27/1964 15:00,4/28/1964 16:00,91.69,14.22,26,43
3263,5/1/1964 8:00,5/1/1964 16:00,50.54,33.27,9,63
3265,5/2/1964 10:00,5/2/1964 19:00,57.9,13.97,10,17
3267,5/13/1964 14:00,5/13/1964 17:00,11.43,7.37,4,258
3269,5/31/1964 14:00,5/31/1964 16:00,2.03,1.27,3,428
3271,6/6/1964 10:00,6/6/1964 17:00,67.57,57.4,8,137
3273,6/7/1964 18:00,6/7/1964 18:00,0.76,0.76,1,24
3275,6/17/1964 17:00,6/17/1964 17:00,0.51,0.51,1,238
3277,6/18/1964 14:00,6/18/1964 15:00,14.48,12.7,2,20
3279,6/20/1964 13:00,6/20/1964 19:00,9.14,4.06,7,45
3281,6/26/1964 15:00,6/26/1964 15:00,0.25,0.25,1,139
3283,6/27/1964 14:00,6/27/1964 16:00,4.32,3.56,3,22
3285,6/28/1964 15:00,6/28/1964 16:00,20.07,19.05,2,22
3287,6/30/1964 6:00,6/30/1964 6:00,0.25,0.25,1,37
3289,6/30/1964 17:00,6/30/1964 20:00,1.27,0.76,4,10
3291,7/1/1964 11:00,7/1/1964 11:00,0.25,0.25,1,14
3293,7/3/1964 14:00,7/3/1964 15:00,10.66,6.6,2,50
3295,7/4/1964 12:00,7/4/1964 12:00,0.76,0.76,1,20
3297,7/11/1964 1:00,7/11/1964 1:00,1.27,1.27,1,156
3299,7/11/1964 12:00,7/11/1964 19:00,6.59,2.79,8,10
3301,7/12/1964 12:00,7/12/1964 16:00,2.28,1.27,5,16
3303,7/13/1964 13:00,7/13/1964 18:00,13.72,5.84,6,20
3305,7/16/1964 13:00,7/16/1964 13:00,3.05,3.05,1,66
3307,7/16/1964 23:00,7/17/1964 4:00,21.08,15.49,6,9
3309,7/17/1964 13:00,7/17/1964 19:00,5.33,2.29,7,8
3311,7/18/1964 1:00,7/18/1964 3:00,7.62,7.11,3,5
3313,7/23/1964 15:00,7/23/1964 18:00,19.55,19.05,4,131
3315,7/24/1964 14:00,7/24/1964 19:00,3.05,1.78,6,19
3317,7/25/1964 12:00,7/25/1964 12:00,5.84,5.84,1,16
3319,7/25/1964 18:00,7/25/1964 19:00,1.27,1.02,2,5
3321,7/26/1964 12:00,7/27/1964 15:00,41.64,17.53,28,16
3323,7/28/1964 20:00,7/28/1964 20:00,5.08,5.08,1,28
3325,7/30/1964 15:00,7/30/1964 17:00,4.57,3.56,3,42
3327,7/31/1964 15:00,7/31/1964 16:00,1.77,1.52,2,21
3329,8/4/1964 15:00,8/4/1964 15:00,2.54,2.54,1,94
3331,8/6/1964 1:00,8/6/1964 1:00,0.51,0.51,1,33
3333,8/7/1964 10:00,8/7/1964 11:00,1.53,1.02,2,32
3335,8/7/1964 17:00,8/7/1964 20:00,12.95,12.45,4,5
3337,8/9/1964 19:00,8/9/1964 21:00,3.55,2.03,3,46
3339,8/10/1964 18:00,8/10/1964 20:00,5.33,4.83,3,20
3341,8/13/1964 13:00,8/13/1964 19:00,1.77,0.51,7,64
3343,8/16/1964 15:00,8/16/1964 15:00,6.86,6.86,1,67
3345,8/17/1964 16:00,8/17/1964 16:00,0.25,0.25,1,24
3347,8/18/1964 13:00,8/18/1964 21:00,12.45,5.59,9,20
3349,8/19/1964 13:00,8/19/1964 19:00,17.77,12.45,7,15
3351,8/20/1964 13:00,8/20/1964 14:00,5.08,4.57,2,17
3353,8/27/1964 10:00,8/27/1964 10:00,1.02,1.02,1,163
3355,8/27/1964 21:00,8/29/1964 7:00,69.83,18.29,35,10
3357,8/29/1964 17:00,8/29/1964 18:00,1.52,1.27,2,9
3359,9/1/1964 14:00,9/1/1964 14:00,4.32,4.32,1,67
3361,9/8/1964 20:00,9/8/1964 20:00,0.25,0.25,1,173
3363,9/9/1964 7:00,9/10/1964 13:00,167.14,18.8,31,10
3365,9/10/1964 21:00,9/11/1964 0:00,2.02,0.76,4,7
3367,9/11/1964 6:00,9/11/1964 6:00,0.25,0.25,1,5
3369,9/12/1964 4:00,9/13/1964 8:00,51.28,10.41,29,21
3371,9/26/1964 16:00,9/26/1964 19:00,36.57,18.03,4,319
3373,10/2/1964 17:00,10/2/1964 23:00,35.31,30.99,7,141
3375,10/3/1964 16:00,10/3/1964 16:00,0.25,0.25,1,16
3377,10/4/1964 16:00,10/4/1964 16:00,0.25,0.25,1,23
3379,10/5/1964 17:00,10/6/1964 6:00,6.85,1.78,14,24
3381,10/9/1964 1:00,10/9/1964 1:00,1.02,1.02,1,66
3383,10/11/1964 16:00,10/11/1964 22:00,16.76,6.35,7,62
3385,10/13/1964 20:00,10/13/1964 22:00,2.79,1.52,3,45
3387,10/14/1964 6:00,10/15/1964 7:00,58.67,8.64,26,7
3389,10/15/1964 15:00,10/15/1964 18:00,1.52,0.51,4,7
3391,10/28/1964 14:00,10/28/1964 16:00,4.06,2.03,3,307
3393,10/31/1964 20:00,10/31/1964 21:00,1.78,1.02,2,75
3395,11/1/1964 6:00,11/2/1964 4:00,50.55,16,23,8
3397,11/3/1964 0:00,11/3/1964 0:00,0.25,0.25,1,19
3399,11/3/1964 23:00,11/4/1964 3:00,1.27,1.02,5,22
3401,11/15/1964 16:00,11/15/1964 19:00,7.36,3.81,4,276
3403,11/20/1964 15:00,11/20/1964 15:00,2.79,2.79,1,115
3405,11/21/1964 3:00,11/21/1964 4:00,1.53,1.02,2,11
3407,11/22/1964 5:00,11/22/1964 6:00,0.5,0.25,2,24
3409,11/23/1964 18:00,11/24/1964 10:00,11.92,2.29,17,35
3411,11/25/1964 4:00,11/25/1964 7:00,7.11,3.3,4,17
3413,11/28/1964 17:00,11/28/1964 18:00,1.27,1.02,2,81
3415,12/3/1964 18:00,12/4/1964 0:00,41.64,22.86,7,119
3417,12/4/1964 14:00,12/5/1964 9:00,27.67,10.41,20,13
3419,12/5/1964 20:00,12/5/1964 20:00,1.27,1.27,1,10
3421,12/13/1964 18:00,12/14/1964 0:00,4.31,2.03,7,189
3423,12/14/1964 6:00,12/14/1964 11:00,1.76,0.76,6,5
3425,12/17/1964 9:00,12/17/1964 9:00,0.76,0.76,1,69
3427,12/17/1964 21:00,12/17/1964 22:00,1.27,1.02,2,11
3429,12/21/1964 6:00,12/21/1964 6:00,2.29,2.29,1,79
3431,12/27/1964 0:00,12/27/1964 6:00,41.65,10.92,7,137
3433,1/15/1965 1:00,1/15/1965 1:00,0.76,0.76,1,450
3435,1/16/1965 4:00,1/16/1965 4:00,0.25,0.25,1,26
3437,1/24/1965 8:00,1/24/1965 14:00,4.06,2.03,7,195
3439,1/26/1965 15:00,1/26/1965 17:00,0.76,0.51,3,48
3441,1/30/1965 11:00,1/31/1965 0:00,10.66,3.81,14,89
3443,2/2/1965 4:00,2/2/1965 9:00,16.25,12.95,6,51
3445,2/6/1965 9:00,2/6/1965 12:00,2.53,2.03,4,95
3447,2/6/1965 18:00,2/6/1965 19:00,3.81,3.56,2,5
3449,2/7/1965 5:00,2/7/1965 10:00,13.71,6.6,6,9
3451,2/13/1965 5:00,2/14/1965 19:00,49.5,4.32,39,138
3453,2/18/1965 9:00,2/18/1965 13:00,9.64,5.33,5,85
3455,2/23/1965 11:00,2/24/1965 0:00,26.15,5.59,14,117
3457,2/24/1965 18:00,2/25/1965 0:00,18.03,8.13,7,17
3459,3/2/1965 2:00,3/2/1965 10:00,16.51,7.11,9,121
3461,3/3/1965 18:00,3/4/1965 6:00,9.14,2.54,13,31
3463,3/12/1965 19:00,3/13/1965 0:00,2.03,1.02,6,204
3465,3/13/1965 7:00,3/13/1965 22:00,6.08,3.81,16,6
3467,3/18/1965 14:00,3/19/1965 19:00,41.14,15.75,30,111
3469,3/20/1965 3:00,3/20/1965 9:00,8.12,2.54,7,7
3471,3/27/1965 19:00,3/28/1965 1:00,1.51,0.76,7,177
3473,3/28/1965 9:00,3/28/1965 9:00,0.25,0.25,1,7
3475,3/31/1965 13:00,3/31/1965 14:00,14.23,7.37,2,75
3477,3/31/1965 23:00,3/31/1965 23:00,0.25,0.25,1,8
3479,4/3/1965 23:00,4/3/1965 23:00,0.25,0.25,1,71
3481,4/4/1965 17:00,4/4/1965 18:00,3.55,3.3,2,17
3483,4/16/1965 10:00,4/16/1965 10:00,2.79,2.79,1,279
3485,4/19/1965 22:00,4/20/1965 0:00,0.5,0.25,3,83
3487,4/25/1965 19:00,4/25/1965 21:00,1.78,1.02,3,138
3489,4/26/1965 7:00,4/26/1965 9:00,3.3,1.52,3,9
3491,4/26/1965 17:00,4/26/1965 19:00,11.68,11.18,3,7
3493,4/27/1965 17:00,4/27/1965 17:00,0.25,0.25,1,21
3495,5/12/1965 21:00,5/12/1965 23:00,10.67,5.84,3,363
3497,5/25/1965 11:00,5/25/1965 12:00,3.3,3.05,2,299
3499,5/28/1965 17:00,5/28/1965 22:00,6.34,3.3,6,76
3501,5/29/1965 17:00,5/29/1965 21:00,3.55,2.03,5,18
3503,6/3/1965 20:00,6/3/1965 20:00,1.27,1.27,1,118
3505,6/4/1965 19:00,6/4/1965 19:00,0.25,0.25,1,22
3507,6/7/1965 12:00,6/7/1965 12:00,9.91,9.91,1,64
3509,6/8/1965 12:00,6/8/1965 19:00,19.81,9.65,8,23
3511,6/10/1965 13:00,6/11/1965 0:00,11.42,7.11,12,41
3513,6/11/1965 11:00,6/11/1965 17:00,45.98,26.67,7,10
3515,6/12/1965 8:00,6/12/1965 9:00,1.52,1.27,2,14
3517,6/13/1965 12:00,6/13/1965 12:00,0.25,0.25,1,26
3519,6/14/1965 15:00,6/14/1965 18:00,11.94,5.08,4,26
3521,6/15/1965 14:00,6/15/1965 15:00,1.02,0.51,2,19
3523,6/16/1965 11:00,6/16/1965 21:00,39.61,28.96,11,19
3525,6/17/1965 13:00,6/18/1965 11:00,90.4,53.34,23,15
3527,6/18/1965 18:00,6/18/1965 18:00,0.76,0.76,1,6
3529,6/25/1965 14:00,6/25/1965 17:00,3.82,1.78,4,163
3531,6/27/1965 10:00,6/27/1965 11:00,1.52,0.76,2,40
3533,6/30/1965 15:00,6/30/1965 15:00,9.14,9.14,1,75
